Review,Label
Амбальный шоколадный круассан имба,positive
Приятное заведение!,positive
Торт наполеон просто супер,positive
"Хорошие место , чисто и вкусно .синнабон очень вкусный",positive
"Новое крутое заведение! Интерьер выполнен на высшем уровне, столы из натурального камня, красивая подача блюд. От вкуса блюд получили настоящее гастрономическое удовольствие!!! Редко встретишь в наше время такого уровня заведения с средним чеком на двоих 15000 тг.",positive
Интерьер и выпечка 👍,positive
"Очень приятное и милое заведение. Спасибо за хорошое обслуживание официантам Альбина и Дарын. Всё было вкусно, цена соответствует качеству. Советую посетить это место✨",positive
"Все было очень вкусно!
 Официанты Альбина и Дарын всегда отзывчивые и вежливые🥹👍",positive
"Вкусная еда, приятная атмосфера и очень вежливый персонал",positive
"Тамаша қызмет көрсету және жылы атмосфера үшін үлкен алғысымды білдіремін!
 Дарын мен Альбина ерекше кәсібиліктері мен мейірімділіктерімен бізді қуантты. Тамақ дәмді, ал қызмет көрсету жоғары деңгейде болды.
 Міндетті түрде қайта келеміз!🔥",positive
"Красивое и уютное место, брали Наполеон, легкий, вкусный и совершенно не жирный! Обслуживание комфортное.",positive
"Благодарю за самый вкусный Наполеон 🙏
 Вкус божественный , очень нежный, свежий, красивый и неповторимо вкусный 🤩🤩🤩🤩😋😋😋😋😋 Рекомендую всем!",positive
"Десерттері дәмді, іші эстетикаға толы
 

 UPD: 22.11 тағы да келдім. Музыкальный вкустары күшті екен: Бритни Спирс, Гвен Стефани, Леди Гага, Марина 🙌🏻",positive
Самые лучшие просто десерты в городе😍 Очень вежливые и внимательные официанты - с порога встречают улыбаясь. Атмосфера здесь очень уютная. Уверена приду ещё не раз.Так держать!,positive
"Хочу поблагодарить за замечательное обслуживание и отличный десерт! Наполеон, который я попробовала, был восхитительным, нежный, с идеальным балансом теста и крема. Это настоящий шедевр кулинарии! Особая благодарность официанту Аяу за её чуткость и внимательность — она создала атмосферу уюта и угощала нас с душой. Также хочется поблагодарить администратора Арай за её доброжелательность и профессионализм. Атмосфера в заведении действительно оставила приятное впечатление, рекомендую всем попробовать и посетить это место!",positive
"Добрый вечер! Наполеон очень вкусный, но!!! Брали его 3 раза, первые два раза был волшебным, я ещё администратора поблагодарила за такой вкусный торт. Пришли в 3 раз, чего стоило ожидать! Наполеон не такой как впервые два раза! Уже мокрый, не так хрустел , коржи не такие ! Очень жаль, после рекламы идёт большой наплыв клиентов, в итоге потом вкус не такой как впервый раз! Что самое обидное, я сделала замечание и к нам даже админ не подошела и не спросила, хотя ей официантка сразу же побежала и сказала! Вот что значит когда клиентов привлекли! Удачи, больше не придем !",negative
Спасибо большое за божественный торт Наполеон 👍…..люди вы должны это попробовать ! Я давно не кушала такой вкуснятины !!! Гости проглотили его живьем😹,positive
"Пожалуй это самый вкусный Наполеон, который я заказывала когда-либо!",positive
"Бәрі әдемі, тамақтары дәмді,келуге тұрарлық жер бірақ қызмет көрсету сапасы нашар. Бізге қызмет көрсеткен даяшы дұрыс көмектеспеді.Бір шақырғанда бірден ыдыстарды, бүлінген нәрселерді алып кетудің орнына, әр нәрсе үшін шақырып отырдық.Үнемі мынаны алып кетіңіз, мынаны әкеліңіз деп. Чизкейкты шоколадсыз әкелді, бірден шоколад қосайық па, шоколад, крошка бөлек ақша тұрады деп айтылмады. Мә деп қоя салды.",negative
Самый вкусный напалион просто супер 👍🏻,positive
"Классная кофейня, атмосфера супер. Хорошее обслуживание Асылбек топ✅😍",positive
"Асылбек крутой официант спасибо , было всё вкусно❤️",positive
"Хорошее место, внутри уютно и просторно
 Официант Дамир очень приятный молодой человек, пунктуальный и вежливый, быстро обслуживает
 Чай с облепихой очень вкусный, отдельное спасибо бариста
 Обязательно приду еще раз💞",positive
"Зашла сюда случайно, согреться. Очень красивое и уютное заведение, персонал отличный. Обслуживал официант Дамир, очень приятный и дружелюбный человек. Советую!✨",positive
"Была в этой кофейне. Десерты потрясающие, а обслуживание замечательное. Дарын был очень внимательным, спасибо ему за отличный сервис.
 П.с. Советую шоколадный круассан 😋😋",positive
Вкусные и сытные завтраки с оригинальной подачей. Приятный интерьер и внимательный персонал.,positive
"Очень уютное заведение и очень вкусная кухня. Много выбора десертов, приятная атмосфера, красивый дизайн интерьера. Вежливый персонал. Процветания вам! 🥰",positive
"очень уютная коыейня и вежливый официант💛 спасибо ему, что помог зарядить телефон",positive
Заведение супер! Сервис на высшем уровне! Завтраки классные!,positive
"Ух, отличное место! Взяли торт сникерс, медовик, кофе. Было очень вкусно! Спасибо! Так же спасибо за быстрое и вежливое обслуживание!",positive
уютное местооо,positive
"Керемет жер . Сіздерге наполеон тортын алуға кеңес беремін , өте тойымды , әрі дәмі үйде анамыз пісіретін наполеонға татиды . Даяшылар да сыпайы , ақкөңіл . Сервиске рақмет!",positive
Отличная кухня и очень внимательный персонал. Особая благодарность официанту Дарын .,positive
"Вчера заказывали наполеон: ну очень понравился!
 Безумно вкусный торт, выше всяких похвал!
 Не крем, а мороженое, не коржи, а легкие таящие во рту кусочки слоеного теста!
 Такого «наполеона» нигде не пробовали! Спасибо!",positive
Круассан с нутеллой…❤️,positive
"Давно хотела посетить данное заведение и вчера наконец удалось это сделать.
 Мне понравилась абсолютно всё! Интерьер, сервис, персонал, чистота, еда и выпечка всё на высшем уровне.
 Отдельное благодарность администратору за помощь 🤍",positive
"Очень красиво. Обслуживания, локация, сервис, кухня 10/10😍",positive
"Недавно посетила заведение, очень понравился интерьер, уютно 😍 вкусные завтраки и божественные десерты 🤤 Спасибо обслуживающему персоналу на оперативное обслуживание и вежливость 🫶🏻",positive
"Посетил заведение первый раз, сказали что недавно открылись, очень вкусные десерты и завтраки. Романтичное место 🙂 Спасибо Альбине",positive
"Отличное заведение, вежливый персонал. Особенной абалденные круассаны",positive
"Классное , уютное заведение с приятными ценами , возле речки . Приятный персонал , выпечка 🥐 супер",positive
"Очень вкусные торты, персонал вежливый, оперативно отвечают на запросы, заказывала торт на день рождение, на следующий день был уже готов)) советую всем, не пожалеете",positive
Наконец отличное заведение на территории коктема😎 вдоль весновки все больше классных заведений🔥,positive
Bal кофейнясының тамақтары да қызмет көрсетуі да ұнады.Дарынға рахмет!,positive
"Өте керемет кофейня 😍 официант Дарын өте сыпайы, бізге ұнады👍",positive
"Бәрі керемет, Дарын🔥🔥🔥",positive
"Бал, уютное местечко
 выпечки и затраки очень вкусные.
 Витриншицы Айман и Динара вежливые и улыбчивые, очень приятные!
 Основное меню что то с чем то, вкуснее нечего не ел)
 Советую попробовать круассаны и завтраки
 Спасибо вам🤍",positive
"тут все так вкусно, особенно завтраки!!😋Мне прям понравилось пирог с вишней,вообще топтоп,витринщица Айман крутая,все идеально и профессионально ☺️
 Спасибо вам🥰 приходите в BAL🤎 всем советую ☺️🫶🫶🫶🫶",positive
"Прекрасное местечко 🌞
 Вкусные блюда, особенно все сладости и выпечки на витрине (мне особенно понравилось клубничный и миндальный круассан)а из бара облепиховый чай🤗🤗🤗
 Девушка на витрине (Айман) вежливая и все понятно объясняет!
 Мне очень понравилось 🥰 спасибо 🤍🤍🤍",positive
"Очень вкусная кухня завтраки и обеды есть 👍🏻 Морталелла с яичницей 🔥Выпечка и торты нам все понравилось😍 Официанты молодцы 👏🏻 очень вежливые !
 Очень красивое эстетичное место и цены приемлимые. Очень довольна 🫶🏻",positive
вкусная выпечка 💓,positive
"Очень уютное местечко, а главное еда супер вкусная. Советую попробовать пасту с креветками. Официант Дарын очень вежливый, нам понравилось!!",positive
"1. Не сразу поняли, но один из администраторов нас снимал на фото ну или зал. Но направленный на нас скрытый телефон и противная ухмылка на лице администратора оставило плохое впечатление.
 2. Гарнир у основного блюда можно просто собрать в одну столовую ложку и съесть за раз. И за такую еще цену 👎🏼 и послевкусие от еды никак не пройдет.
 3. Пришли после просмотра видео обзора у блогера. Полное разочарование. Блюда вообще не вкусные.
 На один раз заведение, в городе есть места вкуснее и уютнее.",negative
"С собаками нельзя даже на веранде. И кофе не вкусный оказался.
 Больше ничего не пробовали. Поэтому не могу ничего оценить более. Взяли кофе с собой и ушли(",negative
"Проехала сегодня полгорода, чтобы купить вкусный хлеб на закваске. Рекомендую! Туи еще и кафе с выпечкой. Атмосферное стильное место. Не удержалась и взяла кусочек «наполеона». Обалденно вкусно! Держите марку!",positive
очень вкусный чай и десерт,positive
"Уже пробовала Медовик (по рекомбинациям в отзывах). Хорош. Но написать решила о Наполеоне.
 Это ЛУЧШИЙ Наполеон за всю мою жизнь сладкоежки) Нежнейший, не жирный крем. Удивительно мягкие коржи. В меру сладкий 👍
 Латте всегда вкусный. Сотрудники внимательные и вежливые!",positive
"Интерьер өте жоғары деңгейде: жайлы, әдемі, ыңғайлы. Әбден демалып қайттық. Шынымен келетін жер екен) Бағалары стоит)
 сервис жақсы, жарайсыздар! Дарын даяшыға көп рақмет, бізбен таза қазақша сөйлесіп, өте сыпайы болды. 1де келген, 16 столдан сізге көп рақмет айтамын😉☺️
 Кофе керемет! Круассанға келсек, тоже өтеее дәмді. Тек круассан сыртындағы сироп артық секілді. Олсыз одан да дәмді болатын сияқты)",positive
"Красиво,вкусно и уютно было когда только открылись
 03.10 были с подругами ждали заказ 1.5 часа
 Говорят полная посадка, не успеваем, хотя не было так много людей.
 Вчера купили торт ( молочная девочка) полное разочарование 👎🏻",negative
"вкусная кухня и выпечка по адекватным ценам, сервис приятный, атмосфера уютная, твердая 5. особенная благодарность за работу Альбине 🌸",positive
"Заказывала торт и пироги на день рождения, это было великолепно, вкусно♥️",positive
"Кофейняның Іші өте әдемі, сервисі жоғары деңгейде😍 әсіресе Альбина официантқа рахмет, күліп тұрып істейді жұмысын. Алдағы уақытта жиі келіп тұрамыз)",positive
Лучший медовик в городе относительно цене и качеству 🤤🤤🤤,positive
"Очень уютное, хорошее заведение. Кухня на высшем уровне👌🏻 интерьер необычный😍 обслуживание тоже на уровне",positive
"Так долго ждали вашего открытия и такое ужасное разочарование от первого посещения!!!😕продали не свежую, сухую выпечку",negative
"Очень классное кофейня, уютно, вкусно, недорого. Обслуживание на высшем уровне. Топ кофейня😍",positive
"Очень красивая кофейня😍 Витринчица Динара очень милая, спасибо за помощь с выбором десерта💝
 Официанты тоже очень отзывчивые, еда вкусная, все супер👍💞
 Обязательно вернемся!",positive
"Очень вкусные десерты, всем советую!😋😋😋 Вежливый и добрый персонал, а в частности: витринщица Динара и официант Дамир😉 Обязательно вернемся!🥰",positive
Вкусная мини самса👌,positive
Like очень вкусно,positive
Приятное место. Открылось недавно. Красиво и вкусно. Нежнейшая куриная грудка в салате Цезарь! Из десертов понравилась молочная девочка. Не удержались и заказали еще порцию. Официанты вежливые и внимательные. Вернемся еще.,positive
"Очень вкусная еда, очень вкусный кофе, и обслуживание на высшем уровне!",positive
Очень вкусная еда и просто отличный сервис!,positive
"Думаю за рекламированное место, чисто из за любопытства пришла. Обслуживание 5/10 официант не знает состав чая, кухня заказала равиоли со шпинатом 4/10, соли мало. На столе не оказалось соли и перца. Витрина - мало ассортимента. Это чисто мое мнение. Заведение только открылась, может они еще дорабатывают.",negative
"Милое и уютное местечко с приветливым персоналом! Восхитила девушка на витрине) Большой выбор выпечки, все свежее😍",positive
"іші әдемі, талғамға сай жасалған.
 Официанттары өте сыпайы, бізге қызмет көрсеткен Альбина есімді қызға көп рақмет😍😍",positive
"Вкусные позиции😍, вежливый персонал. Отдельно хочу отметить чистоту и уют заведения👍. Доступные цены, и очень красивый сервиз😂🥹
 Немножечко нужно поработать с выпечкой, твердое тесто синнабона. А в целом все отлично!",positive
Бәрі күшті😍👍,positive
Очень крутое и эстетичное заведение 🤩 Лимонады прям вкус детства 😭Отдельное спасибо Дарыну 🫶,positive
"Вкусно, чисто, красиво. Блюда поданы очень изыскано, на вкус тоже очень удивили в хорошем смысле. Брала хлеб домой, корочка была очень твердой ((",positive
Бізге бәрі ұнады. Дарын даяршыға рахмет!,positive
"Все очень вкусно и обслуживание на высоте, спасибо Альбине👍",positive
"Особенную атмосферу создаёт официант Аман. Уже не первый раз обслуживает наш столик - вежливый, аккуратный и учтивый мужчина. Спасибо, приятно приходить - чувствую себя как в гостях.",positive
Очень вкусные круассаны 🥐. Приветливый и доброжелательный персонал 🥰 спасибо будем приходить еще 👍🏻,positive
"Өте керемет кофейня, интерьері ерекше. Бізге қатты ұнады, обслуживание көрсету жоғары деңгейде десем болады. Әсіресе, бізге қызмет көрсеткен Дамир деген официантқа үлкен рахмет😍🥰 бізге керемет әсер қалдыра алды👍 келуге кеңес беремін",positive
Кешіміздің керемет өтуіне әсер еткеніңіз үшін рахмет сізге Дамир 🥰қызмет көрсетуі өте жоғары дәрежеде болды🤍маған ұнады,positive
"Рахмет өте күшті барлығы, Дарын деген официант Обслуживаниесі өте керемет!👍",positive
"Тағамдары да , тәттілері де барлығы дәмді😍
 Қызмет көрсету персонал жоғары деңгейде. Әсіресе Альбина деген даяшы қыз 💯",positive
"Уютная помещение, обслуживание
 Топ, вкусные десерты. Улыбчивые люди! Что ещё нужно для счастья?!🥰",positive
"Вкусно! 😍
 И очень стильное заведение
 Жду момента снова попасть сюда.",positive
"Очень классное место с классными официантами. Хотелось бы отдельно отметить официанта Дамира, очень приятный, дружелюбный и классно смог обслужить на английском🥹❤️",positive
"Өте керемет жер!Весновканың бойында ,өте керемет выпечкалар дәмді!Обслуживание вышем уровне,особенно Аяулым❤️",positive
"Очень вкусно, уютно, красиво. Сервис на высшем уровне, девочки официантки предлагали помощь с детками играли, усыпляли пока мамочки в декрете покушают. Просто восторг 😍",positive
"очень стильно и вкусно😍, пришли попробовать дубайский круассан😋",positive
"Все отлично и вкусно!будем приходить еще ! Хорошо что открыли здесь,в этом районе прям не хватало заведений,конкретно на Коктем 1",positive
"Медовик, молочная девочка прям күшті. Күлімсіреп күтіп алған персонал👍 Тазалығы да👍 Десерттері енді Алматы қаласы бойынша номер 1",positive
"Прекрасное заведение! Вкусная еда, быстрое обслуживание, приветливый персонал! Также в ресторане очень атмосферно за счет интерьера. Обязательно придем ещё раз!",positive
Бекзат даяшы керемет жұмысын атқарады өте сыпайы және уақытылы тапсырысты әкеледі,positive
"Тағамдары өте дәмді және тез дайын болады😍😍, әсіресе Бекзат есімді даяшы өз жұмысын жақсы атқарады өте сыпайы, мейірімді бала😍😍",positive
"Спасибо большое Аяулым за хорошее настроение и потрясающее обслуживание ❤️
 Классное место, вкусный кофе и приятный вид из окна.
 Обязательно к вам вернусь!",positive
"Тағамдары да, тәттілері де өте дәмді. Тапсырысты жылдам әкелді. Интерьері мен ыдыстары әдемі, таза, жаңа, көзге жағымды. Стафф өте сыпайы, әсіресе, Дарын атты даяшы бала, өте жайлы, керемет сервис көрсетті. Сізге көп рахмет!",positive
"Спасибо!Обслуживание классное,дессерты отличные👍Ерке спасибочки за обслуживание❤️",positive
"Классное заведение, вкусная кухня.Все понравилось. Обслуживала милая девушка Аяулым, очень вежливая.",positive
"Были впервые в этом заведении, нас обслуживал персонал по имени Дарын, очень приветливый и вежливым оказался. Обслуживание у данного сотрудника 10 из 10ти✨ топчик🔥",positive
"Сегодня тут попробовала Дубайский круассаны. Всё понравилось, обслуживание на высшем уровне. Очень уютный местечко.",positive
"Всё было вкусно ,особенно хочется отметить обслуживающий персонал , официантка Ерке профессионал своего дела ! Вернемся ещё сюда обязательно!",positive
"Очень вкусные десерты и кофе . Официант Дарын очень внимательный и приветливый.
 Нам очень понравилось всё: кухня , интерьер , дизайн посуды и обслуживание на высоте.",positive
Я одобряю.,positive
"Очень вкусные круассаны, а так же сама кухня хорошая. Обслуживала официант Альбина. Очень приятная девушка, молодец",positive
"Отличное место! Попробовал синабоны и наполеон, все свежее и очень вкусно! Наполеон просто бомба, рекомендую!",positive
"Альбина супер милая девушка!
 Хорошее место, вкусные десерты",positive
"Любое предприятие ценится своим персоналом, Дарын красавчик в моих глазах вытянул это заведение на другой уровень, спасибо всем…",positive
Вкусный кофе 👍🏻,positive
Өте керемет жер🙆🏻,positive
"Кофе по хотелкам. И очень вкусный
 И я там чуть не влюбился",positive
Красивое место и вкусно готовят,positive
"Очень вкусно, быстрое и вежливое обслуживание, браво баристе) Спасибо за бомбезные круассаны и хорошее обслуживание Дарыну)",positive
"Кухню вкусная! Атмосфера и обслуживание на высшем уровне, отдельная благодарность Дарыну! Всем рекомендую",positive
Вкусная выпечка 😋,positive
"Барлығы өте жақсы болды, тағамдары дәмді, Еркеге көп рақмет🫶🫶
 

 Бал кафесіне екінші рет келдім, тағамдар дәмді, қызмет көрсету өте жақсы болды, Аяулымға алғыс айтқым келеді😍😍",positive
"круто, очень вкусные десерты. Круассаны самые вкусные в городе, я пробовала много где) 😍😍🙏",positive
cool place,positive
"Очень классное заведение.
 Все вкусно, обстановка уютная, персонал вежливый. Отдельное спасибо Аяулым ❤️
 Желаю процветаний в работе! 🫶🏼",positive
"Отличное обслуживание) Заказала кашу, которая очень вкусная, рекомендую. Выпечки просто восторг, а атмосфера спокойная и уютная",positive
"Обслуживание на высшем уровне!!
 Руководитель Айдана самая лучшая в мире 💖
 Еда очень вкусная,
 Интерьер, дизайн проект просто шедевр!!
 Сервис безусловно отличный для гостей.",positive
"Чудесное заведение с приятной атмосферой ☺️ Очень вежливый и обходительный персонал, особенно девушка по имени Аяулым. Хочется приходить сюда чаще 😍🙌",positive
"Была несколько раз, все очень вкусно, но обслуживание надо улучшать, в плане официанты не знают меню, из чего состоит блюдо и есть ли в чае сироп. Вместо заказанного капучино, принесли айс латте, потом заменили и принесли кофе в стаканчике на вынос, хотя мы сидели в зале и заказали завтрак. при этом крышку стаканчика плохо закрыли и кофе вылилось ((
 Сегодня опять пришли на завтрак, почему то один вход был закрыт, хотя пришли в 8.10.
 Зато уже была другая девушка официант, все быстро и четко, предупредила, что кофе нужно будет подождать. Приятная девушка и хорошо знает свое дело. Все таки сервис очень много значит.",negative
"Прекрасный кафетерий, самое главное очень вкусная и свежая выпечка. Замечательная атмосфера и обслуживание отличное. Одно из лучших заведении в мкр.Коктем 1. Советую к посещению. Так же у них разнообразное меню, где также имеются многочисленные виды завтраков. А также у них в наличии имеются разные хлеба на закваске, чиабатта для здорового питания.",positive
Очень уютная кофейня. Обслуживающий персонал супер! Спасибо большое Дарыну!❤️,positive
"Приятный интерьер и спокойная атмосфера , заказывали кофе и десерт ,все понравилось, отдельное спасибо Альбине за обслуживание не на секунду не оставались без ее внимания, обязательно будем приходить еще",positive
"Спасибо, вкусно!",positive
Очень уютное и тихое заведение а самое главное все так вкусно как дома спасибо вам за гостепреимство 👍👍👍👍👍👍,positive
"Заказали торт Наполеон, Марковный и круассаны. Перепробовали многое в городе (Кулпынай, Куликовский, Хепикейк и т.д.), но скажу однозначно Наполеон тут самый лучший. Вся фишка в креме и его количестве. Марковный тоже очень вкусный, крема не жалеют. Надеемся в будущем не изменится состав. Как это обычно делают многие набив клиентов и имя ухудшается.
 Пожелание отдельное в улучшении сервиса, включении в сервис доставку.
 Удачи Вам в продвижении на рынке Алматы. Главное держать планку и не ронять.", positive
"😍😍😍
 Посетили этот ресторан и остались в полном восторге! 😚Отличная атмосфера, приятный интерьер и внимательное обслуживание.",positive
"Обслуживать не стараются.
 Подача не отработана, записали и забыли.
 Цены средние, шеф блюда не оформляет.",negative
"Все отлично)
 Все здороваются
 Все приветливы
 С собой забрал капучино и пару кусочков молочной девочки.
 Удачи и процветания ))",positive
🥰🥰🥰 керемет,positive
"Недавно посетила Bal и я удивлена, потому что здесь все на высшем уровне , сервис, обслуживание. Мне все понравилось, теперь буду часто заказывать и приходить, всем советую 😍😍 💯",positive
"Очень уютное,классное заведение🙌🏻❤️Была тут вчера,и попробовала кофе и десерт,все было очень вкусно,а сервис просто шикарный,всем рекомендую посетить данное заведение 🫶🏻😍❤️",positive
"Сегодня посетила bal и была приятно удивлена 🫣 обслуживание,интерьер,сервис на высшем уровне. Попробовала бургер,оооочень вкусный и кофе прям уау😍 теперь буду частенько приходить и вам советую 🙌🏻",positive
"Пирог пен самса алдым , оте дамди унады , бирак порциялары оте кишкентай екен, кишкене косу керек 😉",positive
"Выпечка очень вкусная,всегда свежая персонал очень вежливый ☺️😊",positive
"Ооочень вежливый персонал, надеюсь с течением времени так и останется. Интерьер спокойный, глаза отдыхают, получила эстетическое удовольствие. Вчера на пробу купила торты по кусочкам сникерс, наполеон, медовик и круассан клубничный. Понравился сильно наполеон и круассан, будем пробовать еще разные десерты. Есть завтраки, кофе, меню очень хорошее. Желаю Процветания и успехов 🌸",positive
"Все отлично! Молодцы, что открылись в этом районе. Сервис классный",positive
Вкусный кофе и вежливый персонал,positive
"Уютно, атмосферно и вкусно. Спасибо официанту Дарын за хорошее обслуживание.",positive
"Вкусный кофе, большой ассортимент кофейных и чайных напитков, уютная обстановка, чистенько и светло, отличный сервис! Цены выше, чем в рядом стоящих кофейнях, НО зато, нет тараканов, и молоко не химозное по вкусу. Желаю процветания, буду приходить баловать себя!)",positive
Место находка атмосферно уютно красиво вкусно ❤️вернусь однозначно,positive
"Если вы заядлый сладкоежка как я , то рекомендую по пробовать «наполеон» , вот честное слово никогда я ещё не пробовал такой вкусный торт , хотя стаж более 15лет, это не реклама , а честный отзыв. Частенько буду сюда после прогулок залетать",positive
Атмосферное и уютное заведение 🫶🏼,positive
"Все отлично, интерьер, обслуживание и очень вкусно!",positive
"Приятный интерьер и обслуживание, неплохой кофе",positive
"Шикарно!!!!Вкусная еда,вежливые официанты, красивая музыка, ОЧЕНЬ КРАСИВЫЙ ИНТЕРЬЕР!!!!Я рада, что в коктеме появилась достойное кафе)",positive
"Ура, наконец-то появилось хорошее кафе на районе 🥳",positive
"Очень вкусные десерты и какао . Официант Дарын очень внимательный и приветливый. Нам очень понравилось всё:кухня , интерьер дизайн посуды и обслуживание на высоте.",positive
"Отличное заведение
 Персонал очень вежливый
 Все отлично 👍🏻💯",positive
"Очень эстетичное и красивое место, завтраки просто изумительные. Десерты вообще любовь💔",positive
Вкусноо и обслуживание топ!,positive
"Все очень вкусно, особенно круассаны с миндалем!",positive
"Зачем пишите что открыто, если там до сих пор идут ремонтные работы",negative
"Зачем писать работаем, если идет ремонт и вы закрыты?! Вводите людей в заблуждение рекламами, а заведение еще не функционирует даже!",negative
Заведение ещё закрыто!,negative
Есть детский мир и Магнум.,positive
"Место отличная. Особенно нравиться Магнум внутри находиться. Можно найти всё что искал. Мне понравилось отношение кассира Айнагуль. Очень добрая, отзывчивая. Консультирует хорошо. Подскажет, поможет.",positive
"Надо бы сделать косметический ремонт. Топовая локация, но ощущение что нет должного ухода за ТРЦ.",neutral
"Ужасное место , парковка маленькая и забытая",negative
Хороший тц но охраники прогоняют всех детей без родителей в -10 на улицу и щитают себя героями а взрослым не чего не говорят и прогоняют иза пары случаев где не убрали за собой еду и то не мы короче тц хуйNя охраники вы не героии вы отсталые недо вип казахи,negative
👍👍,positive
Қолжетімді бағалар,positive
Ужасная охрана и сам трц своей оценки не стоит охранники ходят по топам и когда проходят обезательно что-то говорят ужасное обслуживание,negative
Охранники как будто преследуют тебя,neutral
Наведите порядок с парковкай ставят где хотят,negative
Охраники очень злые как собака туалеты очень грязные и сырые магнуме ходит тараканы отвратительно Директор Ритц Палац это отзывы вам!,negative
Хороший Магнум и разнообразный уличный фуд-корт 👍🏽,positive
Что с ценами за парковку? 1200 тг за 2 часа 🫠,negative
"С 2012 года туда хожу! Футкорты прям прям👍Пусть ТРЦ и старый, все равно классный!",positive
Радует изобилие нужных магазинов 😅,positive
🫡 заказы много,positive
"Понравится магнум (широкий ассортимент) и футкорд на улице, очень много выбора. Да и расположение удобное 👍",positive
Тамақтары дәмді емес аз мөлшері,neutral
"Ооойй родной тц, и гуляю там, и кушаю и работаю",positive
"Близко, доступно и есть всё",positive
Хороший ТЦ,positive
"Проводили новогодний вечер, зал большой просторный, официанты втихаря наше спиртное тоже выпивали и прятали",negative
Админ не очень,negative
Жаксы бәрі👍🏿,positive
"Входная группа, парковка, эти птицы летом, антисанитария",neutral
"ТРЦ очень хороший есть много магазинов продуктов и одежды, есть аптеки им магазины для животных и техники есть большая и удобная парковка на улице есть тоже магазины. Советую ходить",positive
