,Review,
184,"1. Не сразу поняли, но один из администраторов нас снимал на фото ну или зал. Но направленный на нас скрытый телефон и противная ухмылка на лице администратора оставило плохое впечатление.
 2. Гарнир у основного блюда можно просто собрать в одну столовую ложку и съесть за раз. И за такую еще цену 👎🏼 и послевкусие от еды никак не пройдет.
 3. Пришли после просмотра видео обзора у блогера. Полное разочарование. Блюда вообще не вкусные.
 На один раз заведение, в городе есть места вкуснее и уютнее.",negative
185,"С собаками нельзя даже на веранде. И кофе не вкусный оказался.
 Больше ничего не пробовали. Поэтому не могу ничего оценить более. Взяли кофе с собой и ушли(",negative
186,"Проехала сегодня полгорода, чтобы купить вкусный хлеб на закваске. Рекомендую! Туи еще и кафе с выпечкой. Атмосферное стильное место. Не удержалась и взяла кусочек «наполеона». Обалденно вкусно! Держите марку!",positive
187,очень вкусный чай и десерт,positive
188,"Уже пробовала Медовик (по рекомбинациям в отзывах). Хорош. Но написать решила о Наполеоне.
 Это ЛУЧШИЙ Наполеон за всю мою жизнь сладкоежки) Нежнейший, не жирный крем. Удивительно мягкие коржи. В меру сладкий 👍
 Латте всегда вкусный. Сотрудники внимательные и вежливые!",positive
189,"Интерьер өте жоғары деңгейде: жайлы, әдемі, ыңғайлы. Әбден демалып қайттық. Шынымен келетін жер екен) Бағалары стоит)
 сервис жақсы, жарайсыздар! Дарын даяшыға көп рақмет, бізбен таза қазақша сөйлесіп, өте сыпайы болды. 1де келген, 16 столдан сізге көп рақмет айтамын😉☺️
 Кофе керемет! Круассанға келсек, тоже өтеее дәмді. Тек круассан сыртындағы сироп артық секілді. Олсыз одан да дәмді болатын сияқты)",positive
190,"Красиво,вкусно и уютно было когда только открылись
 03.10 были с подругами ждали заказ 1.5 часа
 Говорят полная посадка, не успеваем, хотя не было так много людей.
 Вчера купили торт ( молочная девочка) полное разочарование 👎🏻",negative
191,"вкусная кухня и выпечка по адекватным ценам, сервис приятный, атмосфера уютная, твердая 5. особенная благодарность за работу Альбине 🌸",positive
192,"Заказывала торт и пироги на день рождения, это было великолепно, вкусно♥️",positive
193,"Кофейняның Іші өте әдемі, сервисі жоғары деңгейде😍 әсіресе Альбина официантқа рахмет, күліп тұрып істейді жұмысын. Алдағы уақытта жиі келіп тұрамыз)",positive
194,Лучший медовик в городе относительно цене и качеству 🤤🤤🤤,positive
195,"Очень уютное, хорошее заведение. Кухня на высшем уровне👌🏻 интерьер необычный😍 обслуживание тоже на уровне",positive
196,"Так долго ждали вашего открытия и такое ужасное разочарование от первого посещения!!!😕продали не свежую, сухую выпечку",negative
197,"Очень классное кофейня, уютно, вкусно, недорого. Обслуживание на высшем уровне. Топ кофейня😍",positive
198,"Очень красивая кофейня😍 Витринчица Динара очень милая, спасибо за помощь с выбором десерта💝
 Официанты тоже очень отзывчивые, еда вкусная, все супер👍💞
 Обязательно вернемся!",positive
199,"Очень вкусные десерты, всем советую!😋😋😋 Вежливый и добрый персонал, а в частности: витринщица Динара и официант Дамир😉 Обязательно вернемся!🥰",positive
200,Вкусная мини самса👌,positive
201,Like очень вкусно,positive
202,Приятное место. Открылось недавно. Красиво и вкусно. Нежнейшая куриная грудка в салате Цезарь! Из десертов понравилась молочная девочка. Не удержались и заказали еще порцию. Официанты вежливые и внимательные. Вернемся еще.,positive
203,"Очень вкусная еда, очень вкусный кофе, и обслуживание на высшем уровне!",positive
204,Очень вкусная еда и просто отличный сервис!,positive
205,"Думаю за рекламированное место, чисто из за любопытства пришла. Обслуживание 5/10 официант не знает состав чая, кухня заказала равиоли со шпинатом 4/10, соли мало. На столе не оказалось соли и перца. Витрина - мало ассортимента. Это чисто мое мнение. Заведение только открылась, может они еще дорабатывают.",negative
206,"Милое и уютное местечко с приветливым персоналом! Восхитила девушка на витрине) Большой выбор выпечки, все свежее😍",positive
207,"іші әдемі, талғамға сай жасалған.
 Официанттары өте сыпайы, бізге қызмет көрсеткен Альбина есімді қызға көп рақмет😍😍",positive
208,"Вкусные позиции😍, вежливый персонал. Отдельно хочу отметить чистоту и уют заведения👍. Доступные цены, и очень красивый сервиз😂🥹
 Немножечко нужно поработать с выпечкой, твердое тесто синнабона. А в целом все отлично!",positive
209,Бәрі күшті😍👍,positive
210,Очень крутое и эстетичное заведение 🤩 Лимонады прям вкус детства 😭Отдельное спасибо Дарыну 🫶,positive
211,"Вкусно, чисто, красиво. Блюда поданы очень изыскано, на вкус тоже очень удивили в хорошем смысле. Брала хлеб домой, корочка была очень твердой ((",positive
212,Бізге бәрі ұнады. Дарын даяршыға рахмет!,positive
213,"Все очень вкусно и обслуживание на высоте, спасибо Альбине👍",positive
214,"Особенную атмосферу создаёт официант Аман. Уже не первый раз обслуживает наш столик - вежливый, аккуратный и учтивый мужчина. Спасибо, приятно приходить - чувствую себя как в гостях.",positive
215,Очень вкусные круассаны 🥐. Приветливый и доброжелательный персонал 🥰 спасибо будем приходить еще 👍🏻,positive
216,"Өте керемет кофейня, интерьері ерекше. Бізге қатты ұнады, обслуживание көрсету жоғары деңгейде десем болады. Әсіресе, бізге қызмет көрсеткен Дамир деген официантқа үлкен рахмет😍🥰 бізге керемет әсер қалдыра алды👍 келуге кеңес беремін",positive
217,Кешіміздің керемет өтуіне әсер еткеніңіз үшін рахмет сізге Дамир 🥰қызмет көрсетуі өте жоғары дәрежеде болды🤍маған ұнады,positive
218,"Рахмет өте күшті барлығы, Дарын деген официант Обслуживаниесі өте керемет!👍",positive
219,"Тағамдары да , тәттілері де барлығы дәмді😍
 Қызмет көрсету персонал жоғары деңгейде. Әсіресе Альбина деген даяшы қыз 💯",positive
220,"Уютная помещение, обслуживание
 Топ, вкусные десерты. Улыбчивые люди! Что ещё нужно для счастья?!🥰",positive
221,"Вкусно! 😍
 И очень стильное заведение
 Жду момента снова попасть сюда.",positive
222,"Очень классное место с классными официантами. Хотелось бы отдельно отметить официанта Дамира, очень приятный, дружелюбный и классно смог обслужить на английском🥹❤️",positive
223,"Өте керемет жер!Весновканың бойында ,өте керемет выпечкалар дәмді!Обслуживание вышем уровне,особенно Аяулым❤️",positive
224,"Очень вкусно, уютно, красиво. Сервис на высшем уровне, девочки официантки предлагали помощь с детками играли, усыпляли пока мамочки в декрете покушают. Просто восторг 😍",positive
225,"очень стильно и вкусно😍, пришли попробовать дубайский круассан😋",positive
226,"Все отлично и вкусно!будем приходить еще ! Хорошо что открыли здесь,в этом районе прям не хватало заведений,конкретно на Коктем 1",positive
227,"Медовик, молочная девочка прям күшті. Күлімсіреп күтіп алған персонал👍 Тазалығы да👍 Десерттері енді Алматы қаласы бойынша номер 1",positive
228,"Прекрасное заведение! Вкусная еда, быстрое обслуживание, приветливый персонал! Также в ресторане очень атмосферно за счет интерьера. Обязательно придем ещё раз!",positive
229,Бекзат даяшы керемет жұмысын атқарады өте сыпайы және уақытылы тапсырысты әкеледі,positive
230,"Тағамдары өте дәмді және тез дайын болады😍😍, әсіресе Бекзат есімді даяшы өз жұмысын жақсы атқарады өте сыпайы, мейірімді бала😍😍",positive
231,"Спасибо большое Аяулым за хорошее настроение и потрясающее обслуживание ❤️
 Классное место, вкусный кофе и приятный вид из окна.
 Обязательно к вам вернусь!",positive
232,"Тағамдары да, тәттілері де өте дәмді. Тапсырысты жылдам әкелді. Интерьері мен ыдыстары әдемі, таза, жаңа, көзге жағымды. Стафф өте сыпайы, әсіресе, Дарын атты даяшы бала, өте жайлы, керемет сервис көрсетті. Сізге көп рахмет!",positive
233,"Спасибо!Обслуживание классное,дессерты отличные👍Ерке спасибочки за обслуживание❤️",positive
234,"Классное заведение, вкусная кухня.Все понравилось. Обслуживала милая девушка Аяулым, очень вежливая.",positive
235,"Были впервые в этом заведении, нас обслуживал персонал по имени Дарын, очень приветливый и вежливым оказался. Обслуживание у данного сотрудника 10 из 10ти✨ топчик🔥",positive
236,"Сегодня тут попробовала Дубайский круассаны. Всё понравилось, обслуживание на высшем уровне. Очень уютный местечко.",positive
237,"Всё было вкусно ,особенно хочется отметить обслуживающий персонал , официантка Ерке профессионал своего дела ! Вернемся ещё сюда обязательно!",positive
238,"Очень вкусные десерты и кофе . Официант Дарын очень внимательный и приветливый.
 Нам очень понравилось всё: кухня , интерьер , дизайн посуды и обслуживание на высоте.",positive
239,Я одобряю.,positive
240,"Очень вкусные круассаны, а так же сама кухня хорошая. Обслуживала официант Альбина. Очень приятная девушка, молодец",positive
241,"Отличное место! Попробовал синабоны и наполеон, все свежее и очень вкусно! Наполеон просто бомба, рекомендую!",positive
242,"Альбина супер милая девушка!
 Хорошее место, вкусные десерты",positive
243,"Любое предприятие ценится своим персоналом, Дарын красавчик в моих глазах вытянул это заведение на другой уровень, спасибо всем…",positive
244,Вкусный кофе 👍🏻,positive
245,Өте керемет жер🙆🏻,positive
246,"Кофе по хотелкам. И очень вкусный
 И я там чуть не влюбился",positive
247,Красивое место и вкусно готовят,positive
248,"Очень вкусно, быстрое и вежливое обслуживание, браво баристе) Спасибо за бомбезные круассаны и хорошее обслуживание Дарыну)",positive
249,"Кухню вкусная! Атмосфера и обслуживание на высшем уровне, отдельная благодарность Дарыну! Всем рекомендую",positive
250,Вкусная выпечка 😋,positive
251,"Барлығы өте жақсы болды, тағамдары дәмді, Еркеге көп рақмет🫶🫶
 

 Бал кафесіне екінші рет келдім, тағамдар дәмді, қызмет көрсету өте жақсы болды, Аяулымға алғыс айтқым келеді😍😍",positive
252,"круто, очень вкусные десерты. Круассаны самые вкусные в городе, я пробовала много где) 😍😍🙏",positive
253,cool place,positive
254,"Очень классное заведение.
 Все вкусно, обстановка уютная, персонал вежливый. Отдельное спасибо Аяулым ❤️
 Желаю процветаний в работе! 🫶🏼",positive
255,"Отличное обслуживание) Заказала кашу, которая очень вкусная, рекомендую. Выпечки просто восторг, а атмосфера спокойная и уютная",positive
256,"Обслуживание на высшем уровне!!
 Руководитель Айдана самая лучшая в мире 💖
 Еда очень вкусная,
 Интерьер, дизайн проект просто шедевр!!
 Сервис безусловно отличный для гостей.",positive
257,"Чудесное заведение с приятной атмосферой ☺️ Очень вежливый и обходительный персонал, особенно девушка по имени Аяулым. Хочется приходить сюда чаще 😍🙌",positive
258,"Была несколько раз, все очень вкусно, но обслуживание надо улучшать, в плане официанты не знают меню, из чего состоит блюдо и есть ли в чае сироп. Вместо заказанного капучино, принесли айс латте, потом заменили и принесли кофе в стаканчике на вынос, хотя мы сидели в зале и заказали завтрак. при этом крышку стаканчика плохо закрыли и кофе вылилось ((
 Сегодня опять пришли на завтрак, почему то один вход был закрыт, хотя пришли в 8.10.
 Зато уже была другая девушка официант, все быстро и четко, предупредила, что кофе нужно будет подождать. Приятная девушка и хорошо знает свое дело. Все таки сервис очень много значит.",negative
259,"Прекрасный кафетерий, самое главное очень вкусная и свежая выпечка. Замечательная атмосфера и обслуживание отличное. Одно из лучших заведении в мкр.Коктем 1. Советую к посещению. Так же у них разнообразное меню, где также имеются многочисленные виды завтраков. А также у них в наличии имеются разные хлеба на закваске, чиабатта для здорового питания.",positive
260,Очень уютная кофейня. Обслуживающий персонал супер! Спасибо большое Дарыну!❤️,positive
261,"Приятный интерьер и спокойная атмосфера , заказывали кофе и десерт ,все понравилось, отдельное спасибо Альбине за обслуживание не на секунду не оставались без ее внимания, обязательно будем приходить еще",positive
262,"Спасибо, вкусно!",positive
263,Очень уютное и тихое заведение а самое главное все так вкусно как дома спасибо вам за гостепреимство 👍👍👍👍👍👍,positive
264,"Заказали торт Наполеон, Марковный и круассаны. Перепробовали многое в городе (Кулпынай, Куликовский, Хепикейк и т.д.), но скажу однозначно Наполеон тут самый лучший. Вся фишка в креме и его количестве. Марковный тоже очень вкусный, крема не жалеют. Надеемся в будущем не изменится состав. Как это обычно делают многие набив клиентов и имя ухудшается.
 Пожелание отдельное в улучшении сервиса, включении в сервис доставку.
 Удачи Вам в продвижении на рынке Алматы. Главное держать планку и не ронять.", positive
265,"😍😍😍
 Посетили этот ресторан и остались в полном восторге! 😚Отличная атмосфера, приятный интерьер и внимательное обслуживание.",positive
266,"Обслуживать не стараются.
 Подача не отработана, записали и забыли.
 Цены средние, шеф блюда не оформляет.",negative
267,"Все отлично)
 Все здороваются
 Все приветливы
 С собой забрал капучино и пару кусочков молочной девочки.
 Удачи и процветания ))",positive
268,🥰🥰🥰 керемет,positive
269,"Недавно посетила Bal и я удивлена, потому что здесь все на высшем уровне , сервис, обслуживание. Мне все понравилось, теперь буду часто заказывать и приходить, всем советую 😍😍 💯",positive
270,"Очень уютное,классное заведение🙌🏻❤️Была тут вчера,и попробовала кофе и десерт,все было очень вкусно,а сервис просто шикарный,всем рекомендую посетить данное заведение 🫶🏻😍❤️",positive
271,"Сегодня посетила bal и была приятно удивлена 🫣 обслуживание,интерьер,сервис на высшем уровне. Попробовала бургер,оооочень вкусный и кофе прям уау😍 теперь буду частенько приходить и вам советую 🙌🏻",positive
272,"Пирог пен самса алдым , оте дамди унады , бирак порциялары оте кишкентай екен, кишкене косу керек 😉",positive
273,"Выпечка очень вкусная,всегда свежая персонал очень вежливый ☺️😊",positive
274,"Ооочень вежливый персонал, надеюсь с течением времени так и останется. Интерьер спокойный, глаза отдыхают, получила эстетическое удовольствие. Вчера на пробу купила торты по кусочкам сникерс, наполеон, медовик и круассан клубничный. Понравился сильно наполеон и круассан, будем пробовать еще разные десерты. Есть завтраки, кофе, меню очень хорошее. Желаю Процветания и успехов 🌸",positive
275,"Все отлично! Молодцы, что открылись в этом районе. Сервис классный",positive
276,Вкусный кофе и вежливый персонал,positive
277,"Уютно, атмосферно и вкусно. Спасибо официанту Дарын за хорошее обслуживание.",positive
278,"Вкусный кофе, большой ассортимент кофейных и чайных напитков, уютная обстановка, чистенько и светло, отличный сервис! Цены выше, чем в рядом стоящих кофейнях, НО зато, нет тараканов, и молоко не химозное по вкусу. Желаю процветания, буду приходить баловать себя!)",positive
279,Место находка атмосферно уютно красиво вкусно ❤️вернусь однозначно,positive
280,"Если вы заядлый сладкоежка как я , то рекомендую по пробовать «наполеон» , вот честное слово никогда я ещё не пробовал такой вкусный торт , хотя стаж более 15лет, это не реклама , а честный отзыв. Частенько буду сюда после прогулок залетать",positive
281,Атмосферное и уютное заведение 🫶🏼,positive
282,"Все отлично, интерьер, обслуживание и очень вкусно!",positive
283,"Приятный интерьер и обслуживание, неплохой кофе",positive
284,"Шикарно!!!!Вкусная еда,вежливые официанты, красивая музыка, ОЧЕНЬ КРАСИВЫЙ ИНТЕРЬЕР!!!!Я рада, что в коктеме появилась достойное кафе)",positive
285,"Ура, наконец-то появилось хорошее кафе на районе 🥳",positive
286,"Очень вкусные десерты и какао . Официант Дарын очень внимательный и приветливый. Нам очень понравилось всё:кухня , интерьер дизайн посуды и обслуживание на высоте.",positive
287,"Отличное заведение
 Персонал очень вежливый
 Все отлично 👍🏻💯",positive
288,"Очень эстетичное и красивое место, завтраки просто изумительные. Десерты вообще любовь💔",positive
289,Вкусноо и обслуживание топ!,positive
290,"Все очень вкусно, особенно круассаны с миндалем!",positive
291,"Зачем пишите что открыто, если там до сих пор идут ремонтные работы",negative
292,"Зачем писать работаем, если идет ремонт и вы закрыты?! Вводите людей в заблуждение рекламами, а заведение еще не функционирует даже!",negative
293,Заведение ещё закрыто!,negative
